,Year,Selling Price,Kilometer_Driven,Fuel Type,Seller Type,Transmission,Owner,Brand Name,Model Name
11201,2003,125000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,Scorpio 2.6 DX
11202,2017,520000,40000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XZ Option
11203,2014,190000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Alto 800 LXI
11204,2018,310000,7000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 S
11205,2012,750000,90000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR BSIV
11206,2016,750000,110000,Diesel,Individual,Automatic,First Owner,Mahindra,TUV 300 mHAWK100 T8 AMT
11207,2019,350000,15000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11208,2020,360000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
11209,2017,285000,5000,Petrol,Individual,Manual,First Owner,Renault,KWID RXE
11210,2013,160000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LX
11211,2015,229999,60000,Petrol,Individual,Manual,Second Owner,Datsun,GO Plus D
11212,2007,85000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi
11213,2018,300000,7000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 S
11214,2014,675000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 2009-2014 SLE 7S BSIV
11215,2014,700000,145241,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 2009-2014 SLE 7S BSIII
11216,2008,400000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 2.6 Turbo 7 Str
11217,2016,254999,30000,Petrol,Individual,Manual,Third Owner,Renault,KWID RXT
11218,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio S10 7 Seater
11219,2013,390000,100000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
11220,2015,450000,80000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD
11221,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,Toyota,Innova Crysta 2.8 GX AT BSIV
11222,2017,725000,50000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi Option
11223,2013,466000,95500,Diesel,Individual,Manual,Second Owner,Tata,Safari Storme LX
11224,2017,370000,40000,Petrol,Individual,Manual,Second Owner,Ford,Figo 1.2P Ambiente MT
11225,2007,150000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Zen Estilo 1.1 VXI BSIII
11226,2017,483000,15000,Petrol,Individual,Manual,First Owner,Maruti,Celerio ZXI Optional
11227,2016,470000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Magna
11228,2018,950000,25000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus Dual Tone
11229,2013,450000,50000,Petrol,Individual,Manual,Third Owner,Hyundai,Verna 1.6 VTVT
11230,2011,345000,70000,Petrol,Individual,Manual,First Owner,Toyota,Etios VX
11231,2009,300000,60000,Petrol,Individual,Manual,First Owner,Maruti,A-Star Vxi
11232,2007,160000,74800,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo VXI BSIII
11233,2004,120000,80000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC BSIII
11234,2020,500000,40000,Petrol,Individual,Manual,First Owner,Tata,Zest Revotron 1.2 XT
11235,2018,1350000,40000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W9 2WD
11236,2017,455000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Asta
11237,2013,165000,45000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
11238,2016,470000,23700,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
11239,2016,470000,23700,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Deca
11240,2019,1520000,10000,Petrol,Individual,Manual,First Owner,Jeep,Compass 1.4 Sport
11241,2014,229999,53473,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11242,2011,250000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero 2011-2019 DI NON AC BS III White
11243,2016,1350000,25000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W10 2WD
11244,2013,220000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
11245,2015,360000,120000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi S
11246,2018,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11247,2012,500000,70000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX CRDi (O)
11248,2013,145000,90000,Diesel,Individual,Manual,Third Owner,Chevrolet,Beat Diesel LT
11249,2014,300000,51000,Petrol,Individual,Manual,First Owner,Chevrolet,Sail Hatchback 1.2
11250,2010,180000,87000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.3 Quadrajet (ABS)
11251,2009,180000,87000,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLE
11252,2006,200000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero GLX
11253,2013,530000,40000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
11254,2014,620000,90000,Diesel,Individual,Manual,Second Owner,Renault,Duster 110PS Diesel RxL
11255,2015,360000,110000,Petrol,Individual,Manual,Third Owner,Toyota,Etios G
11256,2010,245000,86000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS
11257,2009,370000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
11258,2003,130000,80000,Petrol,Individual,Manual,Third Owner,Ford,Ikon 1.6 Really Sport
11259,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Esteem LX - BSIII
11260,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Esteem LX - BSIII
11261,2014,650000,140000,Diesel,Individual,Manual,Second Owner,Ford,Fiesta 1.5 TDCi Titanium
11262,2019,610000,18000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
11263,2015,300000,24000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11264,2014,425000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Magna
11265,2012,450000,150000,Diesel,Individual,Manual,Third Owner,Hyundai,Verna 1.6 SX CRDi (O)
11266,2011,450000,108000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDI
11267,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,Hyundai,i10 Sportz AT
11268,2013,650000,90000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga LDI Option
11269,2009,160000,70000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS LS (TDI) BS III
11270,2014,250000,120000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista TDI LS
11271,2012,225000,100000,Diesel,Individual,Manual,Third Owner,Chevrolet,Beat Diesel LT
11272,2007,55000,75958,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 2001-2011 DLS BSIII
11273,1996,42000,70000,Petrol,Individual,Manual,Third Owner,Maruti,800 AC
11274,2012,250000,100000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aqua 1.3 Quadrajet (ABS)
11275,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,Tucson CRDi
11276,2007,80000,110000,Diesel,Individual,Manual,Third Owner,Tata,Indica V2 DLS TC
11277,2016,500000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI
11278,2016,500000,70000,Diesel,Individual,Manual,First Owner,Ford,Figo Aspire 1.5 TDCi Ambiente
11279,2011,400000,60000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
11280,2013,550000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLX
11281,2007,200000,70000,Diesel,Individual,Manual,Second Owner,Tata,New Safari Dicor LX 4X2 BS IV
11282,2012,280000,65000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
11283,2014,580000,88000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
11284,2009,100000,80000,Diesel,Individual,Manual,Third Owner,Tata,Manza Aura (ABS) Quadrajet
11285,2014,550000,60000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio EX
11286,2017,700000,38000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T4 Plus
11287,2010,150000,80000,Petrol,Individual,Manual,Third Owner,Tata,Manza Aqua Safire
11288,2014,190000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Magna Plus
11289,2013,500000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLE
11290,2017,640000,110000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
11291,2011,340000,145000,Diesel,Individual,Manual,First Owner,Skoda,Fabia 1.2L Diesel Elegance
11292,2019,811000,43000,Diesel,Individual,Manual,First Owner,Hyundai,Elite i20 Asta Option Diesel
11293,2016,409999,120000,Diesel,Individual,Manual,First Owner,Maruti,Ritz LDi
11294,2007,220000,136000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Lxi BSIII
11295,2013,170000,120000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLS BSIII
11296,2018,700000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Petrol Asta Option
11297,2015,950000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio S10 4WD
11298,2003,80000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLS 1.6 ABS
11299,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar,XE 2016-2019 2.0L Diesel Prestige
11300,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,ES 300h
11301,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,XF 2.0 Diesel Portfolio
11302,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata,Safari Storme EX
11303,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo,XC40 D4 Inscription BSIV
11304,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota,Camry 2.5 Hybrid
11305,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Wagon R LXI
11306,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti,Baleno Alpha 1.3
11307,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Jazz VX
11308,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
11309,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti,Swift AMT VVT VXI
11310,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Etios VX
11311,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti,Swift AMT ZXI
11312,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz
11313,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
11314,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
11315,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,Amaze V CVT Petrol BSIV
11316,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda,Rapid 1.6 MPI AT Elegance
11317,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo,V40 D3 R-Design
11318,2014,420000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
11319,2018,899000,35000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH
11320,2019,459999,35000,Petrol,Individual,Manual,First Owner,Datsun,GO T Petrol
11321,2008,150000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi SX ABS
11322,2017,350000,25000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional
11323,2015,509999,100000,Diesel,Individual,Manual,Second Owner,Toyota,Etios GD
11324,2013,500000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,Bolero 2011-2019 Plus Non AC
11325,2017,370000,35000,Petrol,Individual,Manual,First Owner,Tata,Zest Revotron 1.2 XT
11326,2013,240000,44000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014 VXI
11327,2015,530000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
11328,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio S10 7 Seater
11329,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,Toyota,Innova Crysta 2.4 VX MT BSIV
11330,2014,350000,64000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
11331,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,Mahindra,XUV500 AT W10 FWD
11332,2011,220000,70000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna
11333,2015,350000,100000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
11334,2013,370000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Swift LDI
11335,2014,220000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXi
11336,2013,200000,80000,Diesel,Individual,Manual,First Owner,Chevrolet,Sail Hatchback LT ABS
11337,2017,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra,KUV 100 mFALCON D75 K4
11338,2009,150000,55000,Petrol,Individual,Manual,First Owner,Fiat,Grande Punto 1.4 Emotion
11339,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.7 GX AT 8 STR
11340,2011,130000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Omni 5 Seater BSIV
11341,2013,185000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
11342,2010,110000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing (Non-AC)
11343,2012,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLX
11344,2018,500000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
11345,2017,570000,31596,Petrol,Dealer,Manual,First Owner,Ford,EcoSport 1.5 Petrol Ambiente BSIV
11346,2013,650000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W6 2WD
11347,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,Fortuner 3.0 Diesel
11348,2018,250000,10000,Petrol,Individual,Manual,First Owner,Datsun,RediGO T Option
11349,2014,320000,15000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
11350,2017,440000,35000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI
11351,2013,315000,49000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Sportz 1.2
11352,2007,100000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing ABS
11353,2010,202999,158000,Diesel,Individual,Manual,First Owner,Tata,Manza Aura Quadrajet
11354,2012,179000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era
11355,2008,140000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2 iTech SE
11356,2008,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 LXI BSIII
11357,2011,440000,60000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero SLX
11358,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel EXI
11359,2014,330000,22000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
11360,2010,250000,48000,Petrol,Individual,Manual,First Owner,Ford,Figo Petrol ZXI
11361,2012,335000,45000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna
11362,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W4
11363,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,Hyundai,i20 1.2 Magna
11364,2015,550000,29434,Petrol,Individual,Manual,First Owner,Maruti,Ciaz RS ZXi Plus
11365,2018,800000,25000,Diesel,Individual,Manual,First Owner,Honda,WR-V i-DTEC VX
11366,2017,380000,28000,Petrol,Individual,Manual,Second Owner,Tata,Tiago 1.2 Revotron XZ
11367,2013,400000,44500,Diesel,Individual,Manual,Second Owner,Renault,Duster 85PS Diesel RxL Optional
11368,2016,375000,34500,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
11369,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,Honda,City i-VTEC CVT ZX
11370,2018,650000,15000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Spotz
11371,2014,361000,26000,Petrol,Individual,Automatic,First Owner,Nissan,Micra XV CVT
11372,2012,140000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite Plus
11373,2019,550000,3000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 VTVT S
11374,2019,670000,20000,Petrol,Individual,Manual,First Owner,Honda,Amaze VX Petrol BSIV
11375,2017,880000,25000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus
11376,2018,950000,35000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
11377,2010,300000,60000,Diesel,Individual,Manual,First Owner,Chevrolet,Cruze LTZ
11378,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,Honda,City i-VTEC CVT VX
11379,2015,450000,155000,Diesel,Individual,Automatic,First Owner,Chevrolet,Cruze LTZ AT
11380,2018,375000,50000,CNG,Individual,Manual,First Owner,Maruti,Eeco CNG 5 Seater AC BSIV
11381,2016,600000,13500,Petrol,Individual,Manual,First Owner,Maruti,Ertiga BSIV VXI
11382,2008,700000,260000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 V Diesel 8-seater
11383,2018,600000,65000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.2 CRDi S
11384,2014,630000,95000,Diesel,Individual,Manual,Second Owner,Mahindra,Xylo H9
11385,2016,590000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Ciaz ZXi
11386,2019,420000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Era
11387,2016,1950000,120000,Diesel,Individual,Manual,First Owner,Mitsubishi,Pajero Sport 4X4 Dual Tone
11388,2013,541000,112011,Diesel,Individual,Manual,First Owner,Tata,New Safari Dicor EX 4X2 BS IV
11389,2015,900000,125000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
11390,2015,900000,125000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
11391,2009,250000,43000,Diesel,Individual,Manual,First Owner,Tata,Manza Aura Quadrajet
11392,2019,670000,53534,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLE
11393,2019,530000,20000,Petrol,Individual,Manual,First Owner,Tata,Tigor 2017-2020 XZ Plus
11394,2012,150000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel LT
11395,2013,550000,70000,Diesel,Individual,Manual,Third Owner,Mahindra,XUV500 W8 2WD
11396,2015,650000,150000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 1.99 S4 Plus
11397,2012,180000,100000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista TDI LX
11398,2015,585000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Thar 4X4
11399,2013,345000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Magna
11400,2013,350000,110000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
11401,2016,725000,140000,Petrol,Individual,Manual,First Owner,Honda,BRV i-VTEC V MT
11402,2012,250000,120000,Diesel,Individual,Manual,First Owner,Tata,Venture EX 7 Str
11403,2002,45000,70000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
11404,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,Innova 2.5 E Diesel MS 8-seater
11405,2017,325000,16500,Petrol,Individual,Manual,Second Owner,Renault,KWID 1.0 RXT Optional
11406,2016,350000,9900,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
11407,2012,180000,80000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi
11408,2010,150000,100000,Petrol,Individual,Manual,Second Owner,Fiat,Linea Emotion
11409,2020,700000,20000,Petrol,Individual,Manual,First Owner,Maruti,Dzire ZXI
11410,2016,795000,90000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz ZDi Plus SHVS
11411,2019,950000,15000,Diesel,Individual,Manual,First Owner,Mahindra,Thar CRDe
11412,2018,885000,75000,Diesel,Individual,Automatic,First Owner,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
11413,2011,160000,140000,Diesel,Individual,Manual,First Owner,Maruti,Ritz LDi
11414,2012,300000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 1.4 CRDi Asta
11415,2018,950000,75000,Diesel,Individual,Automatic,First Owner,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
11416,2015,549000,90000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
11417,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,Audi,A3 35 TDI Premium Plus
11418,2015,1200000,61000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
11419,2012,570000,100000,Diesel,Individual,Manual,Second Owner,Renault,Fluence Diesel E4
11420,2017,800000,60000,Diesel,Individual,Manual,Second Owner,Mahindra,Thar CRDe
11421,2009,375000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi SX ABS
11422,2009,300000,170000,Diesel,Individual,Manual,Third Owner,Mahindra,Bolero SLX
11423,2013,350000,100000,Petrol,Individual,Manual,Second Owner,Toyota,Etios G
11424,2011,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero SLX
11425,2015,434999,50000,Diesel,Individual,Manual,First Owner,Volkswagen,Polo 1.5 TDI Comfortline
11426,2012,200000,120000,Petrol,Individual,Manual,Second Owner,Toyota,Etios Liva G
11427,2015,260000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
11428,2013,450000,24019,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
11429,2013,459999,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
11430,2011,210000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi ABS
11431,2015,540000,93000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXI
11432,2017,710000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS VDI
11433,2018,285000,22000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
11434,2019,990000,19600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.4 E Plus
11435,2017,362000,104000,Petrol,Individual,Manual,First Owner,Tata,Indigo CS eGLS BS IV
11436,2017,880000,33000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
11437,2017,700000,60000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 mHAWK100 T8
11438,2016,600000,60000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 DI - AC BS III
11439,2015,700000,40000,Petrol,Individual,Manual,First Owner,Nissan,Terrano XL
11440,2016,400000,60000,Diesel,Individual,Manual,First Owner,Tata,Tiago 1.05 Revotorq XT
11441,2010,165000,80000,LPG,Individual,Manual,First Owner,Hyundai,Accent Executive LPG
11442,2007,350000,376412,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 V Diesel 8-seater
11443,2014,425000,80000,Petrol,Individual,Manual,Third Owner,Maruti,Ertiga VXI
11444,2012,180000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL Plus
11445,2012,170000,90000,Petrol,Individual,Manual,Third Owner,Maruti,Alto K10 2010-2014 VXI
11446,2014,370000,183000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 DI NON AC BS III White
11447,2018,800000,27000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi
11448,2017,900000,35000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
11449,2013,390000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
11450,2014,445000,80000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
11451,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire VDI
11452,2013,275000,55000,LPG,Individual,Manual,First Owner,Maruti,Wagon R LXI DUO BS IV
11453,2009,200000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
11454,2012,350000,72000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire 1.2 Lxi BSIV
11455,2007,95000,120000,Diesel,Individual,Manual,Second Owner,Tata,New Safari 4X4 EXI BSIII
11456,2014,550000,250000,Diesel,Individual,Manual,First Owner,Toyota,Etios GD
11457,2016,900000,100000,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII
11458,2013,350000,120000,Diesel,Individual,Manual,Second Owner,Tata,Sumo Gold GX
11459,2015,325000,50000,Petrol,Individual,Automatic,First Owner,Nissan,Micra XV CVT
11460,2014,455999,32000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta
11461,2008,129000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto STD
11462,2017,254000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
11463,2014,570000,48000,Diesel,Individual,Manual,First Owner,Ford,Ecosport 1.5 Diesel Trend
11464,2018,840000,30000,Diesel,Individual,Manual,First Owner,Nissan,Terrano XL D Option
11465,2010,235000,100000,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 GX 4x2 BS IV
11466,2016,700000,50000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T6
11467,2010,140000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing ABS
11468,2018,528000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Option
11469,2017,1500000,12000,Diesel,Individual,Manual,First Owner,Jeep,Compass 2.0 Limited Option
11470,2016,560000,72000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 DI - AC BS III
11471,2016,600000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 DI - AC BS III
11472,2007,102000,50000,Petrol,Individual,Manual,Second Owner,Chevrolet,Aveo U-VA 1.2 LS
11473,2014,750000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 AWD
11474,2010,148000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet,Aveo U-VA 1.2
11475,2015,650000,50000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.2
11476,2012,310000,40000,Petrol,Individual,Manual,First Owner,Volkswagen,Polo Petrol Trendline 1.2L
11477,2014,480000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa S
11478,2018,320000,15000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
11479,2015,750000,40000,Petrol,Individual,Manual,First Owner,Honda,City i VTEC VX
11480,2017,370000,40000,Petrol,Individual,Manual,First Owner,Nissan,Micra Active XL Petrol
11481,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Swift ZXI
11482,2013,420000,67000,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI
